author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name,processed_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7226086503972581378,regular,2024-08-05 06:47:56,1722833276742,8,20,0,0,217,33,2,2,260,"A good coach can change the game. A great coach can change the life. That's Indian Hockey coach Craig Fulton trying to meet his daughter after the win against Great Britain at Olympics yesterday.  

A coach is the anchor to bridge the gap between aspirations and commitment. You don't know what it means to be great unless you have a coach besides you. Everyone needs a coach. At work or playground.",https://www.linkedin.com/posts/dilipevs_a-good-coach-can-change-the-game-a-great-activity-7226086503972581378-x9EU?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,a good coach can change the game a great coach can change the life thats indian hockey coach craig fulton trying to meet his daughter after the win against great britain at olympics yesterday a coach is the anchor to bridge the gap between aspirations and commitment you dont know what it means to be great unless you have a coach besides you everyone needs a coach at work or playground,0.0,0.735,0.265,0.9705,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7225731343790305280,regular,2024-08-04 07:17:43,1722748663219,6,27,1,10,599,31,25,9,656,"1.4 billion people and 117 athletes. This podcast is to understand Indian sports, governance & infrastructure. And how do we bridge the gap between potential and commitment to olympic aspirations.

I’m talking Deepthi Bopaiah, CEO of GoSports Foundation. She has spent many years in identifying and supporting talent for Indian sports.
This episode will tell you more about
-Sports governance  in India and how it works.
-Current infrastructure and what could be done to improve.
-Stories about women and parathletes in Indian sports you never knew.
-Toolkits for young athletes and their parents to pursue sports as professional career.
-And how we can create better systems to have more olympic medal potentials.

Watch the full podcast here https://lnkd.in/gYKVSwnJ

Do me a favour and please share it with an aspiring athlete or a parent who has dreams to make a kid play sports for India.",https://www.linkedin.com/posts/dilipevs_14-billion-people-and-117-athletes-this-activity-7225731609134522368-JiE6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,billion people and athletes this podcast is to understand indian sports governance infrastructure and how do we bridge the gap between potential and commitment to olympic aspirations im talking deepthi bopaiah ceo of gosports foundation she has spent many years in identifying and supporting talent for indian sports this episode will tell you more about sports governance in india and how it works current infrastructure and what could be done to improve stories about women and parathletes in indian sports you never knew toolkits for young athletes and their parents to pursue sports as professional career and how we can create better systems to have more olympic medal potentials watch the full podcast here do me a favour and please share it with an aspiring athlete or a parent who has dreams to make a kid play sports for india,0.0,0.796,0.204,0.9819,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7225004732379979777,regular,2024-08-02 07:09:24,1722575364906,12,55,0,0,255,30,1,3,300,"Employee health & fitness shouldn’t be complicated. It should be simple and it should be a culture.

We had a random internal chat on world record for push-ups. And decided to check how many we can do in a minute. This is a video from that 😊

No HR was involved. There was no cash prize, no incentives, no leaderboard. No one was forced but most chose to do.

Employee health shouldn’t be limited to one yoga day or world health day. It should be a regular conversation. It should be driven by everyone from top to bottom. Don’t over engineer it with too many wellness programs. Keep it simple. Make it a culture. 

Zerodha | Rainmatter by Zerodha",https://www.linkedin.com/posts/dilipevs_employee-health-fitness-shouldnt-be-complicated-activity-7225004743327113216-dbOi?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,employee health fitness shouldnt be complicated it should be simple and it should be a culture we had a random internal chat on world record for pushups and decided to check how many we can do in a minute this is a video from that no hr was involved there was no cash prize no incentives no leaderboard no one was forced but most chose to do employee health shouldnt be limited to one yoga day or world health day it should be a regular conversation it should be driven by everyone from top to bottom dont over engineer it with too many wellness programs keep it simple make it a culture zerodha rainmatter by zerodha,0.082,0.807,0.11,0.6596,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7221742252937633792,regular,2024-07-24 07:05:26,1721797526583,33,30,0,2,251,43,1,7,336,"Everytime you hear this crap, women shouldn’t lift weights. Ignore & just remember these women. 

These are Olympic and World champions 🇮🇳. Because they lift weights. 

Next time you see a woman walk into a gym, cheer for her. Offer her help. She will feel confident. She will come back again.

No one has ever said, I don’t want to feel strong.",https://www.linkedin.com/posts/dilipevs_everytime-you-hear-this-crap-women-shouldn-activity-7221742252937633792--rZ6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,everytime you hear this crap women shouldnt lift weights ignore just remember these women these are olympic and world champions because they lift weights next time you see a woman walk into a gym cheer for her offer her help she will feel confident she will come back again no one has ever said i dont want to feel strong,0.089,0.663,0.249,0.9116,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7221012947748208643,regular,2024-07-22 06:47:26,1721623646676,98,58,0,2,1021,80,7,37,1238,"Cricket should support other sports in India. I wrote about this two weeks ago. Some supported and others critiqued. 

Yesterday BCCI announced a 8.5cr support to Indian athletes going to Paris olympics.

This was the original tweet that went viral https://lnkd.in/gU4JFxr9

Most people are afraid of sharing their thoughts online. One of the biggest mistake is that people think they have to be an ""expert"" to share about something. 
I'm telling you, the power of speaking your mind is underrated. 

Appreciate the gesture by Board of Control for Cricket in India (BCCI).

Hope more will come out to support Indian sports.",https://www.linkedin.com/posts/dilipevs_cricket-should-support-other-sports-in-india-activity-7221012947748208643-X4Lp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,cricket should support other sports in india i wrote about this two weeks ago some supported and others critiqued yesterday bcci announced a cr support to indian athletes going to paris olympics this was the original tweet that went viral most people are afraid of sharing their thoughts online one of the biggest mistake is that people think they have to be an expert to share about something im telling you the power of speaking your mind is underrated appreciate the gesture by board of control for cricket in india bcci hope more will come out to support indian sports,0.021,0.774,0.205,0.9578,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7212311569286746112,regular,2024-06-28 06:31:16,1719549076387,0,36,0,25,212,7,3,20,264,"AI & ChatGPT will not solve for this. You have to. Becoming unfit is not an event. It is a process.

-Prioritise physical activity. Nothing is more important.
-Eat healthy. Don’t be the profit machine to processed & packaged industry.

Your only goal should be to be in your kids & partners life as long as you can.

Like loosing money, loosing your health is rarely caused by one thing going wrong. Usually, it is a series of ignorance and wrong doings. Take control now.

If you wait until you're motivated, you’ve already lost.",https://www.linkedin.com/posts/dilipevs_ai-chatgpt-will-not-solve-for-this-you-activity-7212311569286746112-hqX6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,ai chatgpt will not solve for this you have to becoming unfit is not an event it is a process prioritise physical activity nothing is more important eat healthy dont be the profit machine to processed packaged industry your only goal should be to be in your kids partners life as long as you can like loosing money loosing your health is rarely caused by one thing going wrong usually it is a series of ignorance and wrong doings take control now if you wait until youre motivated youve already lost,0.161,0.758,0.081,-0.7463,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7210866833644564480,regular,2024-06-24 06:50:24,1719204624568,13,70,0,3,364,30,1,3,413,"Bring a bunch of founders under one roof, let them talk to each other, give no gyaan. And magic will happen. Last Friday was this. 
Did an impromptu Health Founders meet-up in Delhi last Friday. 180+ people signed up. Could only admit 40 due to space limitations. All of them showed up and few brought their co-founders along.

I thought events and meet-ups were in abundance. Maybe 5-10 people will turn up. But 50 founders were hanging out for 4 hrs on a Friday evening. And all passionate about health and building products to make Indians healthy. 

There was no speech, no panel, no agenda. 
But entrepreneurs have an innate ability to communicate. So they all started talking to each other. Figured that networking is overrated. But a space to have unfiltered conversations and be your authentic is underrated. 

Some got new customers.
Some met their customers who were using their products. 
Some got offer to share the office space.
Some validated their new product ideas.
Some established new partnerships. 
Lot of questions on why, what and how. 
And a few made their funding pitch. Founder preamble you know :) 
There was learning and a some unlearning. 

Apologies for people we couldn’t admit. There was a genuine space limitation. 
It was an experiment and i dint expect this much response. 

At Rainmatter our credo is to add meaningful support to the ecosystem. 
Either through capital allocation or cheering for entrepreneurs. 
Should we do this more often? In other cities?",https://www.linkedin.com/posts/dilipevs_bring-a-bunch-of-founders-under-one-roof-activity-7210866833644564480-QWmF?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,bring a bunch of founders under one roof let them talk to each other give no gyaan and magic will happen last friday was this did an impromptu health founders meetup in delhi last friday people signed up could only admit due to space limitations all of them showed up and few brought their cofounders along i thought events and meetups were in abundance maybe people will turn up but founders were hanging out for hrs on a friday evening and all passionate about health and building products to make indians healthy there was no speech no panel no agenda but entrepreneurs have an innate ability to communicate so they all started talking to each other figured that networking is overrated but a space to have unfiltered conversations and be your authentic is underrated some got new customers some met their customers who were using their products some got offer to share the office space some validated their new product ideas some established new partnerships lot of questions on why what and how and a few made their funding pitch founder preamble you know there was learning and a some unlearning apologies for people we couldnt admit there was a genuine space limitation it was an experiment and i dint expect this much response at rainmatter our credo is to add meaningful support to the ecosystem either through capital allocation or cheering for entrepreneurs should we do this more often in other cities,0.049,0.835,0.117,0.9584,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7201805723964514304,regular,2024-05-30 06:44:47,1717044287673,309,64,0,10,7139,521,63,75,8054,"Behind every star athlete or a champion there is a supporting family. 
Parents who teach their kids that success is not about winning but how well they can recover when they fall. 

This is Nagalakshmi. An unassuming mother of two young Indian chess prodigies Praggnanandhaa and Vaishali. The first-ever brother-sister duo to both earn the Grand master title. Today both of them are well known for their achievements in the sport. Most don’t know that their mother, Nagalakshmi accompanies them to tournaments for encouragement and support. Father Rameshbabu works as a branch manager at TNSC Bank and is honest to say they were facing financial constraints but were determined to support both their kids. 

I’ve now spent time with Olympians, World champions & India no.1 on my podcast and a common thread amongst all of them is their early childhood and the parental support all of them had.  The most important economic decisions a society makes are not made in corporate offices, but in homes.
https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_behind-every-star-athlete-or-a-champion-there-activity-7201805723964514304-ojcg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,behind every star athlete or a champion there is a supporting family parents who teach their kids that success is not about winning but how well they can recover when they fall this is nagalakshmi an unassuming mother of two young indian chess prodigies praggnanandhaa and vaishali the firstever brothersister duo to both earn the grand master title today both of them are well known for their achievements in the sport most dont know that their mother nagalakshmi accompanies them to tournaments for encouragement and support father rameshbabu works as a branch manager at tnsc bank and is honest to say they were facing financial constraints but were determined to support both their kids ive now spent time with olympians world champions india no on my podcast and a common thread amongst all of them is their early childhood and the parental support all of them had the most important economic decisions a society makes are not made in corporate offices but in homes,0.024,0.741,0.234,0.9909,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7185511912204316672,regular,2024-04-15 07:39:00,1713159540225,2,67,0,23,315,10,3,6,356,"Have met 500+ startups solving for health, nutrition & fitness in last 12 months at Rainmatter. There is an opportunity no one is looking at. My thoughts....

Those building tech mostly tell HOW is the sleep, blood glucose , calories, HRV , recovery and more. Your current baseline. That's the current generation of wearables. 

But no is telling WHY it's happening. 
I think this will be the future of health wearables. 

Those building food products claim THEY are healthy & better. 
But no one is telling WHY they are better.

I think solving for WHY will unlock new market opportunities . 
How & What will get you first time customer. 
Why will get you lifetime user.

Usecase: If the RHR (resting heart rate) suddenly spikes, we should know why.
If the HRV dropped, we should know what caused it.

Shared some other opportunities earlier here https://lnkd.in/gn6ibaGj",https://www.linkedin.com/posts/dilipevs_have-met-500-startups-solving-for-health-activity-7185511912204316672-Vrfu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar,have met startups solving for health nutrition fitness in last months at rainmatter there is an opportunity no one is looking at my thoughts those building tech mostly tell how is the sleep blood glucose calories hrv recovery and more your current baseline thats the current generation of wearables but no is telling why its happening i think this will be the future of health wearables those building food products claim they are healthy better but no one is telling why they are better i think solving for why will unlock new market opportunities how what will get you first time customer why will get you lifetime user usecase if the rhr resting heart rate suddenly spikes we should know why if the hrv dropped we should know what caused it shared some other opportunities earlier here,0.045,0.769,0.185,0.969,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7180065826794868736,regular,2024-03-31 06:58:12,1711861092280,4,17,0,0,99,13,0,0,116,Doing a podcast with Narain Karthikeyan next week. What should I ask him? This is his first podcast ever.,https://www.linkedin.com/posts/dilipevs_doing-a-podcast-with-narain-karthikeyan-next-activity-7180065826794868736-sIqG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,doing a podcast with narain karthikeyan next week what should i ask him this is his first podcast ever,0.0,1.0,0.0,0.0,Neutral
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7179343508334391297,regular,2024-03-29 06:08:03,1711688883796,12,13,0,0,196,14,1,1,223,"Failures, medals, Olympics.  
And the journey to become India number 1. 


In this podcast I’m having a conversation with Prannoy HS . He is an Arjuna award winner currently ranked number 1 player in Badminton singles in India. And will represent the country in 2024 Olympics. 

But his journey has been a roller coaster with injuries and failures. And the comeback to winning medals is a fascinating tale of grit & determination. He has been one of the architects for winning the Thomas cup & Commonwealth games gold medal. 

In this podcast we discussed 
- Early years in Badminton and the pursuit to become a champion player 
- How parents can play a role in creating future olympians. 
- Coaching with Gopichand and career winning moments
- How professional athletes train and manage life.
- Managing stress & mental health.
- Building sports culture in India
- Failures and lessons from it
- And more 

Links to the full podcast

Youtube: https://lnkd.in/g5_kC2rK

Spotify: https://lnkd.in/g-KUy5cy

Apple podcast: https://lnkd.in/gKG4tiP3",https://www.linkedin.com/posts/dilipevs_failures-medals-olympics-and-the-journey-activity-7179343532061519872-U0tT?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,failures medals olympics and the journey to become india number in this podcast im having a conversation with prannoy hs he is an arjuna award winner currently ranked number player in badminton singles in india and will represent the country in olympics but his journey has been a roller coaster with injuries and failures and the comeback to winning medals is a fascinating tale of grit determination he has been one of the architects for winning the thomas cup commonwealth games gold medal in this podcast we discussed early years in badminton and the pursuit to become a champion player how parents can play a role in creating future olympians coaching with gopichand and career winning moments how professional athletes train and manage life managing stress mental health building sports culture in india failures and lessons from it and more links to the full podcast youtube spotify apple podcast,0.074,0.686,0.24,0.9845,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7176472734330228737,regular,2024-03-21 08:04:52,1711004692545,1,13,0,3,120,6,0,5,135,"Can you make people healthy & fit and make a business out of it? Yes, you can. 

In this podcast, I’m talking to Jitendra Chouksey, founder of FITTR. 
I’ve known JC as a health educator. But he is also an entrepreneur building a community and coach led fitness education platform.

In our conversation, we discuss:
🔸The making of the accidental entrepreneur 
🔸 Breakdown of the fitness market in India 
🔸 Building products and features that drive outcomes 
🔸 Lessons from building a community driven platform
🔸 Toolkit for mental health.
🔸 Failures, and stories of personal growth
🔸 How to design your now operating system for health with specifics on nutrition and exercise.
🔸 Much more
This was a long conversation and i hope you find it useful.

Listen now 👇

YouTube: https://lnkd.in/gfpaCriv

Spotify: https://lnkd.in/gfGWfHg5

Apple: https://lnkd.in/gQ_m-8V3",https://www.linkedin.com/posts/dilipevs_can-you-make-people-healthy-fit-and-make-activity-7176473825960767490-EwA0?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,can you make people healthy fit and make a business out of it yes you can in this podcast im talking to jitendra chouksey founder of fittr ive known jc as a health educator but he is also an entrepreneur building a community and coach led fitness education platform in our conversation we discuss the making of the accidental entrepreneur breakdown of the fitness market in india building products and features that drive outcomes lessons from building a community driven platform toolkit for mental health failures and stories of personal growth how to design your now operating system for health with specifics on nutrition and exercise much more this was a long conversation and i hope you find it useful listen now youtube spotify apple,0.04,0.8,0.16,0.9371,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7175723731808309248,regular,2024-03-19 06:24:16,1710825856163,3,63,0,15,199,15,1,2,234,"An unpopular opinion about founders/VC's building and investing in health category. This may disappoint a few.

First, if you are a founder building in the health. You've to walk the talk. 
What does that mean? You have to be healthy and fit. 

-The biggest moat in the health industry is trust. This can't be built by performance marketing or hiring influencers. 
-Why will a customer trust your product if the founder isn't healthy? You don't need six packs. But you shouldn't look unfit.
-If your product came out from your own problem statement, great. Tell the world how you got there and share your experience. 
-In health industry you scale by not selling features. But by earning the trust. 

Second, don't pitch or raise money from an investor who doesn't walk the talk. 

-To build a scalable business TAM is important. But impact is most important.
- If the first question they ask is, how large is the business and not why you choose to build the product. That's a sign.
- If an investor doesn't make an effort to experience your product or service and offer genuine feedback. They are truly not investing in you. But chasing vanity.
- Have seen many VC events ending with alcohol and the food corner filled with junk. And that happens because they don't walk the talk and perhaps staying healthy is not their top priority in personal life. 

That's it. Hope this changes. And we build businesses and products that brings impact on people. And trust is your anchor to scale.",https://www.linkedin.com/posts/dilipevs_an-unpopular-opinion-about-foundersvcs-activity-7175723731808309248-nc1r?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,an unpopular opinion about foundersvcs building and investing in health category this may disappoint a few first if you are a founder building in the health youve to walk the talk what does that mean you have to be healthy and fit the biggest moat in the health industry is trust this cant be built by performance marketing or hiring influencers why will a customer trust your product if the founder isnt healthy you dont need six packs but you shouldnt look unfit if your product came out from your own problem statement great tell the world how you got there and share your experience in health industry you scale by not selling features but by earning the trust second dont pitch or raise money from an investor who doesnt walk the talk to build a scalable business tam is important but impact is most important if the first question they ask is how large is the business and not why you choose to build the product thats a sign if an investor doesnt make an effort to experience your product or service and offer genuine feedback they are truly not investing in you but chasing vanity have seen many vc events ending with alcohol and the food corner filled with junk and that happens because they dont walk the talk and perhaps staying healthy is not their top priority in personal life thats it hope this changes and we build businesses and products that brings impact on people and trust is your anchor to scale,0.034,0.816,0.15,0.9862,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7173545853926797312,regular,2024-03-13 06:10:09,1710306609613,7,50,0,17,176,3,2,10,213,"32000 people have added ""Career Break"" and 53000 added ""Sabbatical"" as their current position on Linkedin. 

Most common description is "" Working on my health & fitness"" 
How did we get here?",https://www.linkedin.com/posts/dilipevs_32000-people-have-added-career-break-and-activity-7173545853926797312-ICrt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,people have added career break and added sabbatical as their current position on linkedin most common description is working on my health fitness how did we get here,0.0,0.928,0.072,0.2732,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7170657050065035264,regular,2024-03-05 06:51:05,1709617865822,0,14,0,2,110,12,4,5,129,"Being vulnerable is not a weakness. 
It can be a strength. 
A must read if you are confused, lost or want to pause. I’ve been there. 


TLDR from the post. 

1. Money past a certain point won't make you happier, in fact it will make you feel lonlier

2. Find your values, what makes you tick

3. Fuck it, just start and fail. There are lessons everywhere.",https://www.linkedin.com/posts/dilipevs_being-vulnerable-is-not-a-weakness-it-can-activity-7170657053089128448--J5Z?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,being vulnerable is not a weakness it can be a strength a must read if you are confused lost or want to pause ive been there tldr from the post money past a certain point wont make you happier in fact it will make you feel lonlier find your values what makes you tick fuck it just start and fail there are lessons everywhere,0.212,0.637,0.151,-0.6852,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7164480407277592577,regular,2024-02-17 05:47:58,1708145278784,2,28,0,0,183,6,7,0,191,"73% of Indians are deficient in protein & over 80% of the population does not meet their daily protein requirements. There is a $2billion market opportunity in dietary supplements in India.

So do people really need supplements? Who is buying and why?

I sat down with three entrepreneurs building products and brands in this space -Samit Gupta of Neulife Nutrition , Pranav Malhotra of Trunativ & Shashank Mehta of TheWholeTruth. 

We discussed what it takes to build a business in nutrition category, how do consumers know what is genuine and fake, setting manufacturing, R&D capabilities, pricing , sourcing and growth opportunities in health foods and more.

If you are an enthusiast of consumer products or keen to build for the health market, this episode will have many takeaways for you.

Links to full podcast
Youtube: https://lnkd.in/gyPGxaYP
Spotify: https://lnkd.in/gDrjHCyp
Apple: https://lnkd.in/gC8CERqG",https://www.linkedin.com/posts/dilipevs_73-of-indians-are-deficient-in-protein-activity-7164480575385391104-Kyd6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,of indians are deficient in protein over of the population does not meet their daily protein requirements there is a billion market opportunity in dietary supplements in india so do people really need supplements who is buying and why i sat down with three entrepreneurs building products and brands in this space samit gupta of neulife nutrition pranav malhotra of trunativ shashank mehta of thewholetruth we discussed what it takes to build a business in nutrition category how do consumers know what is genuine and fake setting manufacturing rd capabilities pricing sourcing and growth opportunities in health foods and more if you are an enthusiast of consumer products or keen to build for the health market this episode will have many takeaways for you links to full podcast youtube spotify apple,0.022,0.883,0.094,0.836,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7161581465128960001,regular,2024-02-09 05:47:57,1707454077036,34,24,0,3,618,53,9,9,717,"A good coach can change the game. A great coach can change the life. 


I met Prannoy HS last week and we did a podcast together. 

One topic we discussed a lot was about coaching. It’s a tool that many people don’t use much. Wether you are an athelete, entrepreneur, working professional or just anyone who wants to find the best in you. You need a coach. 

You don't know what it means to be great unless you have a coach besides you. 

Prannoy & Gopi has a special relationship that is beyond Badminton. I’m glad we sat down to unpack this and more. 

My takeway- The progress in your goal is the gap between your desire and commitment. The coach is your tool to measure it meaningfully.",https://www.linkedin.com/posts/dilipevs_a-good-coach-can-change-the-game-a-great-activity-7161581465128960001-MRfH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,a good coach can change the game a great coach can change the life i met prannoy hs last week and we did a podcast together one topic we discussed a lot was about coaching its a tool that many people dont use much wether you are an athelete entrepreneur working professional or just anyone who wants to find the best in you you need a coach you dont know what it means to be great unless you have a coach besides you prannoy gopi has a special relationship that is beyond badminton im glad we sat down to unpack this and more my takeway the progress in your goal is the gap between your desire and commitment the coach is your tool to measure it meaningfully,0.0,0.789,0.211,0.9819,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7158667897081364481,regular,2024-02-01 04:50:44,1706759444595,1,13,0,20,225,9,17,2,257,"Because some people admire Hrithik Roshan. So listen up!


Becoming unhealthy is not an event. It is a process.
Like loosing money, loosing your health is rarely caused by one thing going wrong. Usually, it is a series of ignorance and wrong doings. 
Take control now.",https://www.linkedin.com/posts/dilipevs_because-some-people-admire-hrithik-roshan-activity-7158667965503057920-NZN3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,because some people admire hrithik roshan so listen up becoming unhealthy is not an event it is a process like loosing money loosing your health is rarely caused by one thing going wrong usually it is a series of ignorance and wrong doings take control now,0.217,0.682,0.101,-0.7579,Negative
