urn,full_urn,posted_at,text,url,post_type,author,stats,media,pagination_token,article,reshared_post,document
"{'activity_urn': '7210151349408206848', 'share_urn': None, 'ugcPost_urn': '7210149889085689856'}",urn:li:ugcPost:7210149889085689856,"{'date': '2024-06-22 07:27:19', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1719034039833}","Joshna Chinappa had a wish play for India as a 7 year old girl. She has been doing it for 20 years now. 

She is one of the India’s finest squash players of all time. Has been honoured with Arjuna award and a Padma Shri. A winner of 18 national titles. Two times Asian individual champion and five times Asian games medal winner. She got India’s first squash gold medal in the Commonwealth games. 

This conversation is a trail of grit, perseverance , commitment and struggles of women in sports in India. There are few things we could do to get more young girls to play sports. There is a lot we could do to support athletes in India. This is podcast is about that. 

Watch the podcast on YouTube https://lnkd.in/gXaE928V
On Spotify https://lnkd.in/gfGWfHg5",https://www.linkedin.com/posts/dilipevs_joshna-chinappa-had-a-wish-play-for-india-activity-7210151349408206848-LTxE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 244, 'like': 218, 'support': 1, 'love': 20, 'insight': 1, 'celebrate': 4, 'funny': 0, 'comments': 9, 'reposts': 0}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQEcgduD1tDDwA/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1719034010048?e=1765551600&v=beta&t=znlg_zC1DAUeCO_wCYixNOfo0_FaHFxWbTJeFGOYnFA'}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7208701245736308736', 'share_urn': '7208701244486406145', 'ugcPost_urn': None}",urn:li:activity:7208701245736308736,"{'date': '2024-06-18 07:25:08', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1718688308176}","If you are a founder building products to help people stay healthy, I would like to meet you. Rainmatter Health is a venture fund supporting companies making India healthy. 

This is the first time we’re doing a meet-up. If you are based in Delhi, come over. 

Date: 21st June 5:30-7:30pm 
Location: Third Wave Cofee in South Delhi. 

A casual gathering to meet founders, builders and creators building solutions in healthcare. Anything that helps Indians to stay healthy mentally and physically. We could use the time to address any problem statement you've in your startup/product building journey. Exchange ideas on what can be done to make a better health ecosystem. I'll share our thoughts and observations at Rainmatter.

Exact venue will be sent post signup. 

Register here for more details https://lu.ma/28pp3wkd

See you!",https://www.linkedin.com/posts/dilipevs_rainmatter-health-meetup-luma-activity-7208701245736308736-b4Vb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 144, 'like': 120, 'support': 7, 'love': 13, 'insight': 0, 'celebrate': 4, 'funny': 0, 'comments': 27, 'reposts': 2}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/sync/v2/D5627AQHkFoOdfcxQbg/articleshare-shrink_800/articleshare-shrink_800/0/1763385282363?e=1765551600&v=beta&t=EdIBkBVoTJrVoCov0H4wQZRvbTb-0YIhlr54TvRljRU'}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,"{'url': 'https://lu.ma/28pp3wkd', 'title': 'Rainmatter Health meetup · Luma', 'subtitle': 'lu.ma', 'thumbnail': 'https://media.licdn.com/dms/image/sync/v2/D5627AQHkFoOdfcxQbg/articleshare-shrink_800/articleshare-shrink_800/0/1763385282363?e=1765551600&v=beta&t=EdIBkBVoTJrVoCov0H4wQZRvbTb-0YIhlr54TvRljRU'}",,
"{'activity_urn': '7207619921306939392', 'share_urn': '7207619920778416129', 'ugcPost_urn': None}",urn:li:activity:7207619921306939392,"{'date': '2024-06-15 07:48:20', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1718430500342}","I’m often asked if valuations and funding in startups have any impact to the business of the company. Some unpopular thoughts.

Startup funding didn't create massive losses; it simply highlighted who the real loss-makers are.

High valuations didn't make founders overpromise; they just revealed who the true overpromisers are.

Startup valuations didn't inflate founders' egos; They just showed us who already had overinflated egos.

Massive funding rounds didn't cause founders to burn cash; they just showed us who the real cash-burners are.

Sky-high valuations didn't make startups unsustainable; they just pointed out which ones were unsustainable from the start.

Venture funding didn't lead to unrealistic projections; it just exposed who was already dreaming too big.

Reality will always find its way of exposing the truth behind the myths.",https://www.linkedin.com/posts/dilipevs_im-often-asked-if-valuations-and-funding-activity-7207619921306939392-Bmhz?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 91, 'like': 79, 'support': 1, 'love': 4, 'insight': 7, 'celebrate': 0, 'funny': 0, 'comments': 5, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7206873213983707136', 'share_urn': '7206873213291618305', 'ugcPost_urn': None}",urn:li:activity:7206873213983707136,"{'date': '2024-06-13 06:21:11', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1718252471443}",Reminder,https://www.linkedin.com/posts/dilipevs_reminder-activity-7206873213983707136-9Ixo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 677, 'like': 609, 'support': 5, 'love': 57, 'insight': 3, 'celebrate': 3, 'funny': 0, 'comments': 14, 'reposts': 11}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQGys3dIPT8FqA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1718252469997?e=1766620800&v=beta&t=Y3TNzkoqb-cilobakxAFM6lyDS8Z-TO80TVyWqFp3UQ', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQGys3dIPT8FqA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1718252469997?e=1766620800&v=beta&t=Y3TNzkoqb-cilobakxAFM6lyDS8Z-TO80TVyWqFp3UQ', 'width': 1170, 'height': 1459}]}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7206146386545811456', 'share_urn': '7206146385044209664', 'ugcPost_urn': None}",urn:li:activity:7206146386545811456,"{'date': '2024-06-11 06:13:02', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1718079182278}","There are two type of VC’s.
I learnt it the hard way. You should know this.

Investors who ping to ask for company updates. They care about the business. 
Investors who ping to ask about your wellbeing. They care about you, the founder. 

Figuring out when you need whom is the founders journey.

The difference between a good VC and a great one is that a good VC is concerned more about the outcome while a great one is fascinated by the process of learning through the founder.",https://www.linkedin.com/posts/dilipevs_there-are-two-type-of-vcs-i-learnt-it-the-activity-7206146386545811456-RLsE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 306, 'like': 251, 'support': 11, 'love': 39, 'insight': 4, 'celebrate': 1, 'funny': 0, 'comments': 17, 'reposts': 8}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7205809374907297793', 'share_urn': '7205809373862846465', 'ugcPost_urn': None}",urn:li:activity:7205809374907297793,"{'date': '2024-06-10 07:53:52', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1717998832442}","It’s Monday morning. Most of us are getting to work while some of our athletes did their work putting Indian on global map. Served a reminder that winning when your odds are against you is a superpower. And i’m not talking about cricket.  

Puja Tomar became the first Indian to win a fight at UFC. And this was her debut match. From a family of farmers in UP she lost her father at young age and took up mixed martial sports at age six for self-defense and empowerment. Won many medals for India and is a six time national Wushu champion. 

“I decided to let people say whatever they wanted. It just made me practice harder to show them that girls can do martial arts and they don’t depend on men.” This is Puja saying why she does combat sports. 

Sanjivani Jadhav won the 10,000m at Portland Track meet in US finishing in 32 mins 22 secs. That’s 3min & 14 sec/ kilometre for 10km. Most of us can’t run 100m at that pace. And she won this competing against world class athletes and Olympians. Last year she dint have any financial support and had to pay for her training in US to prepare for the Asian Champs where she won Bronze. No support from federation or anyone. 

Sumit Nagal is currently India no. 1 singles player in tennis and yesterday won the Heilbronner Neckarcup ATP challenger. This is a big win and gives him a chance to go to Paris Olympics next month. 

Earlier this year he just had bank balance of less than Rs. 80,000 and was struggling to get financial support. He is now back in the circuit winning and competing against the best in the game. 

Why these win matters? Why such athletes matters? 
A sport like MMA is a brutal. Just getting inside the octagon needs superhuman mental and physical strengths. 
Tennis and Athletics has to be more than Roger Federer and Usain Bolt of us. It’s easier to create life lessons from these global stars. Much harder to talk about our own athletes because our own media and community doesn’t talk about them. Grit and determination is a common fuel every athlete survives on. Some make it to stardom others continue to fight out every day. 

https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_its-monday-morning-most-of-us-are-getting-activity-7205809374907297793-wvob?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 475, 'like': 398, 'support': 4, 'love': 38, 'insight': 0, 'celebrate': 35, 'funny': 0, 'comments': 27, 'reposts': 8}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQHQXRlJsftvJw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717998831412?e=1766620800&v=beta&t=SyHgzJitZrY7BrLFao5ooYkMYtEsuO80olQaBRDJP7k', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQHQXRlJsftvJw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1717998831412?e=1766620800&v=beta&t=SyHgzJitZrY7BrLFao5ooYkMYtEsuO80olQaBRDJP7k', 'width': 1196, 'height': 1025}]}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7205432625413464064', 'share_urn': '7205432624972980224', 'ugcPost_urn': None}",urn:li:activity:7205432625413464064,"{'date': '2024-06-09 06:56:48', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1717909008363}","Last week I met a founder who brought her first employee to the investor pitch meeting. I asked why and she said he has all the reason to know why we are pitching and what we will do if we get the money. And my employee is as good as me to tell “OUR” story. 

Transperancy as a perk and trust as a reward can be a moat of a company

She is reading this post :)",https://www.linkedin.com/posts/dilipevs_last-week-i-met-a-founder-who-brought-her-activity-7205432625413464064-UvMm?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 501, 'like': 427, 'support': 10, 'love': 53, 'insight': 3, 'celebrate': 8, 'funny': 0, 'comments': 11, 'reposts': 2}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7205070394402205696', 'share_urn': '7205070393986985984', 'ugcPost_urn': None}",urn:li:activity:7205070394402205696,"{'date': '2024-06-08 06:57:25', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1717822645760}","Running is so much more than just running. 
Running is empowering
Running is meditation
Running is headspace
Running is tranquility
Running is happiness
Running is sadness
Running is solitude 
Running is therapy 
Running is escape
Running is energy
Running is peace
Running is living 
Running is fuel

Running can be everything & anything. 

Everyone has a reason to run. 
You just have to find yours.

Running a marathon will teach you 42 times more about yourself than an expensive self help course.",https://www.linkedin.com/posts/dilipevs_running-is-so-much-more-than-just-running-activity-7205070394402205696-5AMT?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 607, 'like': 500, 'support': 9, 'love': 85, 'insight': 4, 'celebrate': 9, 'funny': 0, 'comments': 73, 'reposts': 11}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7204709090306973697', 'share_urn': None, 'ugcPost_urn': '7204708964876390400'}",urn:li:ugcPost:7204708964876390400,"{'date': '2024-06-07 07:01:44', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1717736504151}","She said “Winning a gold for India is my ultimate goal”
You should know more about this talented para athlete.

This is Sheetal Devi. The first armless female archer in the world and shoots using her legs and feet.

Sheetal was born without hands (Phocomelia) a rare congenital disorder leading to underdeveloped limbs. This means difficulties in performing everyday tasks like eating, dressing, and writing. She had to develop her own techniques using her legs and feet. Growing up, she said “Mujhey bhi kuch karna hai”

In 2019, Sheetal caught the attention of the Indian Army during the youth games in J&K. The coaches and the family tried to get a prosthetic arm but it didn't fit. Sheetal competed in able-bodied category at the Under-18 level and won multiple medals. 

In 2022, at age 16, she won two gold medals and one silver at the Asian Para Games, becoming the first Indian woman to win two golds at the event. 

In 2023, she won a silver medal at the World Archery Para Championships, becoming the first armless female archer to medal at the event.

She is an Arjuna award winner and her ultimate goal is to win a Paralympic gold medal for India.

Remember this name Sheetal Devi at Paris Paralympics in few months. 
She is currently supported by the team at Olympic gold Quest.

I will continue to share about our athletes going for Olympics & Paralympics this year. They are not expecting that. But if we don't do that, their hard work and grit will go unnoticed. Maybe you should also. 

https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_she-said-winning-a-gold-for-india-is-my-activity-7204709090306973697-Ph28?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 396, 'like': 294, 'support': 11, 'love': 56, 'insight': 0, 'celebrate': 35, 'funny': 0, 'comments': 25, 'reposts': 14}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFbdtViuZXxYw/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1717736499202?e=1765551600&v=beta&t=AJ6YSXNV06y0LkbtTV8PMWgKRBjC3eWICNZpN5gTHEo'}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7204345060212051971', 'share_urn': '7204345059767386113', 'ugcPost_urn': None}",urn:li:activity:7204345060212051971,"{'date': '2024-06-06 06:55:12', 'relative': '1 year ago • Visible to anyone on or off LinkedIn', 'timestamp': 1717649712613}","I spend all my time at the intersection of health and startups. Figuring good health and enduring companies. There are few things that are overrated and common in both. 

1) Hype- “AI” in startups or “biohack” in health. Buzzwords attract attention but doesn't guarantee outcome. When the hype fades, the reality remains. Stay away from the temptation to get attention, focus on what drives outcome. 

2) Spending for quick outcome: Crazy spend to chase growth or splurging on longevity protocols. Money can’t buy meaningful success, only the illusion of it.

3) Obsession with numbers: High valuations in startups or obsessive tracking of health metrics. This obsession will lead to value the measurable over the meaningful. 

4) Extreme approaches: Rapid growth at all costs in startups or extreme diets and workout routines in health. Extremes are seldom the answer, they’re usually the problem.

5) Features : Overloading your product with features or your body with supplements. Keep it simple is hard, no one can do it. Making it complicated is easy, everyone can do it.

https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_i-spend-all-my-time-at-the-intersection-of-activity-7204345060212051971-OU0J?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 126, 'like': 103, 'support': 3, 'love': 9, 'insight': 7, 'celebrate': 4, 'funny': 0, 'comments': 15, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7203275306604896256', 'share_urn': '7203275305661210625', 'ugcPost_urn': None}",urn:li:activity:7203275306604896256,"{'date': '2024-06-03 08:04:23', 'relative': '1 year ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1717394663478}","We are half way through this year. If you started the year with a list of goals and haven't made any progress yet. I'll tell you the truth again. This will hurt you.

Apps won’t make you calm.
Courses won’t make you rich. 
Trainers won’t make you ripped. 
Workshops won’t make you genius. 
Supplements won’t make you gain muscles. 
Conferences won't make you an entrepreneur. 

You are the architect of your own sufferings & happiness. You have to take responsibility. 

Motivation is in abundance. Easy to sell. 
Discipline is scarce. You can’t buy that. 

Inspiration is overrated. Don’t chase that. 
Consistency is underrated. You want to build this. 

Seek guidance to educate yourself. Don’t outsource your goals. 
Use tools to aid your learning curve. Don’t surrender your desire on it. 

Six months left. Go for it!
https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_we-are-half-way-through-this-year-if-you-activity-7203275306604896256-9EBA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 367, 'like': 307, 'support': 14, 'love': 40, 'insight': 4, 'celebrate': 2, 'funny': 0, 'comments': 30, 'reposts': 8}",,dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
"{'activity_urn': '7202888802292441088', 'share_urn': None, 'ugcPost_urn': '7202888221825900546'}",urn:li:ugcPost:7202888221825900546,"{'date': '2024-06-02 06:28:33', 'relative': '1 year ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1717302513669}","This is Jonty Rhodes unfiltered and sharing his other side. This podcast is not about cricket but his learnings from the field and the life beyond it, how he built a second career after retirement, toolkit to managing stress and expectations at a high level, mental models as a coach & mentor, how parenthood changed his outlook , what happens when you travel outside your comfort zone and his love for India. 

I’m sure you haven’t seen this side of Jonty Rhodes before. 
It’s a Sunday, so go watch it now on YouTube https://lnkd.in/gp3yjKQ5 
Listen on Spotify https://lnkd.in/gfGWfHg5

Jonty is a special person!",https://www.linkedin.com/posts/dilipevs_this-is-jonty-rhodes-unfiltered-and-sharing-activity-7202888802292441088-Gj9q?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 309, 'like': 258, 'support': 1, 'love': 43, 'insight': 0, 'celebrate': 7, 'funny': 0, 'comments': 10, 'reposts': 3}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQGMJwTh681cUw/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1717302508906?e=1765551600&v=beta&t=ObZaQWT6aUIx3sjpCTvbQXfcIorSOs4Uu09S15Y9M3Q'}",dXJuOmxpOmFjdGl2aXR5OjcxODE4NjkxNTQ4ODExNjMyNjQtMTcxMjI5MTAzOTE2OA==,,,
