author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7312341890484289538,regular,2025-03-31 07:16:14,1743398174821,6,8,1,0,189,32,3,1,229,From facing financial hardships and societal rejection to winning gold for India. Conversation with Navdeep Singh,https://www.linkedin.com/posts/dilipevs_from-facing-financial-hardships-and-societal-activity-7312341938244829184-HTmy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7307992167640113155,regular,2025-03-19 06:11:48,1742361108694,2,60,0,24,366,31,10,8,431,"Everyone today loves this grand narrative that ""Tech will fix everything"". Every week a news article or investor confidently declares that tech will fix healthcare & most entrepreneurs fall for this illusion of disruption. This narrative is doing more harm than good.

Most entrepreneurs today think, if we can build a beautifully designed app, use AI to chat, automate doctor-patient interactions, and scale it to millions of users, we can ""solve"" healthcare. 

It sounds great in a pitch deck. It almost never works in reality.

Why? Because healthcare isn't e-commerce. You can’t scale a hospital bed like a food delivery fleet. You can’t disrupt chronic disease with a better UI. You can’t solve trust with a chatbot. Healthcare isn’t a transaction, it’s a relationship.

If you're serious about fixing healthcare, start thinking from first principles.

Everyone wants to build the “Uber of Healthcare.” But Uber works because a ride from point A to B is a simple transaction. Healthcare isn’t. You can’t just match a patient with a doctor and assume the job is done. Don't build a generic doctor consultation app with a new UI or a marketplace that lists thousand doctor names. Focus on depth of care, outcomes, and follow-up treatments before chasing millions of users. Build a connected system that only focuses on driving outcomes.

Don't over focus on AI without fixing the basics. AI can help a doctor diagnose faster. But it can’t replace the doctor. Yet, doctors alone won’t solve India’s healthcare crisis. They also need trained frontline workers assisted by smart tech. Build AI tools to assist doctors enable faster diagnoses. Don't oversell your AI engine or LLM models to a patient. 

It doesn’t matter if we have the best doctor or AI engine if the right medicine isn’t available. Up to 20% of medicines sold in India are fake or substandard. Counterfeit drugs are a massive problem & the Pharma companies are growing this $58 billion market. Perhaps a great usecase to use AI and tech to streamline the supply chain. 

So, can tech fix healthcare? Yes. 
But not by replacing doctors, hospitals, or traditional care systems. The biggest healthcare opportunities in India are not about disruption but augmentation.

Tech alone won’t fix Indian healthcare. But finding the right places to apply can make a 10x difference. Healthcare isn’t an industry that gets ""disrupted"" overnight. But it can be upgraded piece by piece, solving for what really matters. And if you understand that, you’ll build something that actually works.",https://www.linkedin.com/posts/dilipevs_everyone-today-loves-this-grand-narrative-activity-7307992167640113155-6kKh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7298932594161725441,regular,2025-02-22 06:12:18,1740201138058,11,207,5,146,2814,62,89,143,3181,"Gopi is right. The reality is brutal—less than 1% of aspiring athletes make it big, and even those who do are left with little security once their careers are over. Sports, like startups, have a power law distribution—10% of players make 90% of the money. Everyone else is a statistic.

We love to read and watch the underdog story—the kid from nowhere who makes it to the top. But that’s survivorship bias. For every one success, there are tens of thousands who trained just as hard but got nothing. The real question is: why does sports have to be a gamble?

 If you’re not in the top 1%, you don’t get sponsorships, you don’t have financial security, and once your career ends—usually in your late 20’s or early 30s—you’re left scrambling for what’s next.

In developed nations, sports is a structured industry. There are leagues, second-tier careers, college scholarships, and post-career pathways. 

If you don’t become an Olympic champion, you can still earn a living as a coach, analyst, trainer, or minor league player. The system doesn’t discard you the moment you’re not in the top 1%.

The problem isn’t that sports is hard—it’s that failure is absolute. An engineer who fails at a startup can get a job. A failed athlete? They often have nothing. That’s why in most countries without strong sports ecosystems, success in sports correlates with wealth. You can’t afford to be an athlete unless you can afford to lose.

Right now, telling a poor kid to pursue sports is like telling them to buy lottery tickets as an investment strategy. Until we change that, Gopi’s words will remain true. And that’s a failure—not of the athletes, but of the system.

A great sports system doesn’t just create champions—it creates a nation of resilient, disciplined, and competitive people. And that’s the foundation of real development.",https://www.linkedin.com/posts/dilipevs_gopi-is-right-the-reality-is-brutalless-activity-7298932594161725441-N31J?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7297481352231165952,regular,2025-02-18 06:05:35,1739855135019,14,212,2,117,1124,112,44,21,1390,"Building a business in preventive health is hard. No one tells you this upfront. I learned it the hard way, first as a founder, now as an investor.

You’ve chosen the harder game. Not because prevention doesn’t work, but because people don’t pay for it. Most wake up thinking about chai, parathas , deadlines, and school fees. Not long-term health. People today want instant gratification—sugar today, gym tomorrow.

Curative health makes money because illness is urgent. No one postpones a bypass surgery or negotiates an ICU bill. But prevention? Everyone hunts for gym discounts, coupon codes for healthy food and thinks twice before paying for a fitness program.

Hospitals & pharma companies thrive because they sell relief from suffering. And suffering is a guaranteed market—prevention is not.

That’s why venture money chases curative health—it scales fast with clear unit economics, solving problems people can’t ignore. Asking someone to eat better, sleep more, and exercise for a payoff 5–10 years later is like selling an FD over a lottery ticket. So accept this reality and build accordingly.

Yet, prevention is the hardest problem and the biggest untaped opportunity.
#1 Healthcare in India will shift to prevention-not because people suddenly care, but because not caring is becoming too expensive. 

#2 Your market isn’t TAM, it’s WTM (willing-to-pay market). Everyone should care about health, but few will pay for it.To go mass-market, make it cheaper than chai and as seamless as WhatsApp.

#3 If you’re selling prevention, reposition it. People don’t buy prevention. They buy status, performance, and convenience. Make it aspirational & competitive.

#4 Trust in health isn’t built overnight. People won’t change their habits because you raised venture money. You’re in the business of delayed gratification. That means slow &sustainable growth.

#5 If your product doesn’t make people healthier or keep them engaged long-term, the number of app downloads doesn't matter. Focus on retention, real outcomes and revenue—not GMV, DAUs or metrics to make a pitch deck look good. 

If you can do this, you won’t just build a business—you’ll change how India thinks about health. And that’s worth building for.",https://www.linkedin.com/posts/dilipevs_building-a-business-in-preventive-health-activity-7297481352231165952-Brku?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7290235387468267520,regular,2025-01-29 06:12:42,1738127562396,0,60,0,35,370,22,22,35,462,"Child obesity growth in India for last 25 years. Please don’t make your kids a profit machine to processed & packaged food industry. 27 million kids under the age of 18 are overweight or obese in India. 
We’ve to fix it.

#1 Don’t outsource their health to the system. The government, schools, and corporations don’t care about your child’s health. You as the parent will have to take the responsibility.

#2 Play & sports is nature’s way of making kids fit. Kids are meant to run, climb & move. Don’t force them to sit for hours and then doom them to screen addiction.

#3 Parents think kids should ‘want’ to exercise or eat well. But waiting for motivation is a trap. Set rules. No junk food in the house. Stock the kitchen with real food.

#4 The mainstream food industry is a trap. Ads target kids. It’s all designed for short-term profit at the cost of lifelong disease. Don’t wait for policy changes. Teach your kids to think independently about health. 

Your child’s health is a function of their habits, not their genes. Fix the inputs, and the outputs take care of themselves.",https://www.linkedin.com/posts/dilipevs_child-obesity-growth-in-india-for-last-25-activity-7290235387468267520-ioSp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7284487034633601093,regular,2025-01-13 09:30:48,1736757048281,40,74,0,2,395,33,1,5,475,Alcohol consumption amongst Indian men is decreasing.,https://www.linkedin.com/posts/dilipevs_alcohol-consumption-amongst-indian-men-is-activity-7284487034633601093-joEN?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7279724087365513218,regular,2024-12-31 06:04:33,1735621473161,6,190,0,3,465,42,11,20,536,"Founders and startups solving for health in India, there are 1.4 billion people waiting for you to help them. Let 2025 be the year of impact. 

Tell in few lines what you are building & solving in health. Anything that makes Indians healthy and fit both mentally and physically. 

Customers, partners & investors will be reading this. 
Share about your product or services in the comment section. Make it short and precise that someone becomes interested to connect with you. 

Good luck to everyone for a healthy 2025!
We all are cheering for you at Rainmatter by Zerodha",https://www.linkedin.com/posts/dilipevs_founders-and-startups-solving-for-health-activity-7279724087365513218-Webg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7272967478652104704,regular,2024-12-12 14:36:12,1734010572112,72,5,0,0,425,46,10,2,545,Gukesh becomes the youngest World Chess Champion in history. Millions of kids in India will get inspired today. The era of Indian chess is here 🇮🇳,https://www.linkedin.com/posts/dilipevs_gukesh-becomes-the-youngest-world-chess-champion-activity-7272967478652104704-Vurs?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7269582781670723585,regular,2024-12-03 06:26:37,1733203597467,12,16,0,3,355,21,1,3,394,"By end of this year we will have invested in 35+ companies addressing health challenges in India- all within the last 18 months. India has many healthcare problems and I’m convinced the future lies with entrepreneurs trying to reduce the country’s disease burden.

Have met over 600+ startups solving for health across all categories. In next few weeks, I’ll open source everything I’ve observed and learnt from the startups we invested or not. 

We’ve a community for enthusiasts in health and pretty active. For builders of all kind. Come hangout with us at discuss.rainmatter.com",https://www.linkedin.com/posts/dilipevs_by-end-of-this-year-we-will-have-invested-activity-7269582781670723585-Sr6H?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7264142585634406401,regular,2024-11-18 06:09:14,1731906554275,20,47,1,0,496,33,2,3,553,"An evening with 150+ entrepreneurs who want to help Indians stay healthy and fit.

We wanted to create a space for builders and entrepreneurs. No panel or expert talks but unfiltered conversations to learn and unlearn. 

Bring a bunch of founders under one roof, let them talk to each other, give no gyaan and magic will happen.

This year we met 300+ entrepreneurs across three cities doing these meet ups. Hope to continue doing this next year in more cities and meet more builders. 

If you are a founder or aspiring to be, and want to build and solve for health issues in India, come hangout with us here https://lnkd.in/gt3DNhap . Ask us what help you need and we will try to cheer for you. 
Rainmatter by Zerodha",https://www.linkedin.com/posts/dilipevs_an-evening-with-150-entrepreneurs-who-want-activity-7264142588222291968-qP2L?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7263417762633388032,regular,2024-11-16 06:09:02,1731733742388,4,27,7,3,611,48,1,18,691,,https://www.linkedin.com/posts/dilipevs_activity-7263417762633388032-lQLJ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7261965818689724416,regular,2024-11-12 05:59:31,1731387571976,6,50,2,7,1141,163,11,65,1384,"Being a parent is so underrated. Come home to a child who has no clue how busy your day was, how long you were stuck in traffic, how many meetings you did. All it expects is your undivided attention. 

You are left with no energy but your heart wants to win this before the day ends.

The only way to play this game is to stay healthy & fit. This is the only way you will be around your family as long as you want.",https://www.linkedin.com/posts/dilipevs_being-a-parent-is-so-underrated-come-home-activity-7261965818689724416-fukA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7260511431043788801,regular,2024-11-08 05:40:18,1731040818940,2,43,1,4,324,14,1,8,353,Don’t play these games. It’s not worth it.,https://www.linkedin.com/posts/dilipevs_dont-play-these-games-its-not-worth-it-activity-7260511431043788801-KpsH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7259082264444116992,regular,2024-11-04 07:01:19,1730700079070,4,101,0,0,452,14,8,12,482,"Entrepreneurs- if you’re building products to help people stay healthy this meetup is for you. Rainmatter is a venture fund supporting companies making products that helps Indians to stay healthy, mentally and physically.

This is the first time we’re doing a meetup in Bangalore. The last two was in Delhi and Mumbai and it was was super fun.

This is going to be casual gathering to meet founders, builders and creators building solutions in healthcare. Don’t expect panel sessions or any gyaan by experts :). The real value is in meeting other builders and exchanging notes from their experiences. You could be building in nutrition, health tech, sports or fitness. We can use the time to exchange notes and brainstorm on any problem statement you've in your startup/product. We will share our thoughts and observations of having invested in 25+ companies in health. 

Date : 8th November. Exact venue will be sent post signup. 

Register here to attend the event : https://lu.ma/x1r4hd4m

If you know any founder in Bangalore who could come, pls share it with them. 
See you soon :)",https://www.linkedin.com/posts/dilipevs_entrepreneurs-if-youre-building-products-activity-7259082264444116992-1IaC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7253998285718241281,regular,2024-10-21 07:19:24,1729487964086,4,58,0,9,326,32,6,16,387,"Entrepreneurs and builders in healthcare, i've 15 words for you.
Prevent, don’t treat
Engage, don’t shout
Prove, don’t promise
Empower, don’t instruct
Simplify, don’t complicate

Will elaborate- 
Prevent, don’t treat – Focus on preventive care, it’s where the future lies.
Engage, don’t shout – Build meaningful conversations, not just sales 
Empower, don’t instruct – Deliver users with knowledge, not rules or features.
Simplify, don’t complicate- Make staying health easy, not overwhelming.
Prove, don’t promise – Focus on showing validation to your claims and not marketing. 

https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_entrepreneurs-and-builders-in-healthcare-activity-7253998285718241281-CSZY?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7249647329790590976,regular,2024-10-09 07:10:15,1728450615356,6,116,0,74,489,20,22,5,594,"Have met over 600+ healthcare startups this year at Rainmatter. These are my general observations of the sector in 2024 so far. An investor & health enthusiast perspective. 

Remember, these are observations and not opinions.  If you’re a builder, I'm always keen to exchange notes.

1) Health tech needs maturing – The novelty phase of tech meets health is over and the focus should be on driving outcomes to the user.

2) Preventive health is gaining traction – More startups are focused on preventive solutions.

3) Nutrition personalisation is heating up – Companies are going beyond generic consulting and leveraging DNA, microbiome, or other personal data for nutrition recommendations.

4) UPI for health not yet in India- ABDM use cases haven't seen much adoption.

5) Wearables are no longer the star – Smartwatches and rings are still strong but are considered table stakes. Consumers want something that tells “why” and not limited to “what”.

6) Corporate wellness is an overrated market – With rising mental health issues, stress, and burnout in the workforce, B2B wellness solutions ideally should show promise. But there isn’t adoption from corporates.

7) The “biohacking” trend is niche but growing –longevity startups are speculative but hot.  Increasing interest in biohacking protocols (sleep optimization, anti ageing etc.). But the market is niche and often hard to validate scientifically unless clinical protocols are done.

8) Consumer trust in health supplements is dwindling – The supplement industry lacks regulation and transparency and this has eroded trust amongst consumers. Brands are focusing on science-backed products.

9) AI in healthcare – Many are bullish on AI’s potential to revolutionise diagnostics, patient care, and drug discovery, but deployment in clinical settings is slow and capital-intensive.

10) Mental health is booming – Digital mental health startups, especially those offering therapy, coaching, or CBT solutions are seeing adoptions but differentiation is becoming a challenge in a crowded market.

11) Community-driven fitness – Social, community-oriented fitness solutions still have potential if done right especially those blending real-world interactions with digital offerings.

12) CAC is a challenge for D2C health brands – Brands are facing rising customer acquisition costs often with no sustainable GTM.

13) Hybrid health businesses are scaling better – Companies combining digital and physical services have better scope of scaling fast.

14) Telehealth plateaued – The initial excitement around telehealth has subsided for both consumers and investors.

15) Health marketplaces have no moat – Platforms connecting consumers with healthcare providers or wellness services are overrated with no clear moat to grow.

There are more thoughts on this. Because of the word limit on Linkedin , can't post the remaining here. Read the whole list on https://lnkd.in/g-CTY4zC",https://www.linkedin.com/posts/dilipevs_have-met-over-600-healthcare-startups-this-activity-7249647329790590976-X6CS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7243842175506006016,regular,2024-09-23 06:42:38,1727066558720,0,16,78,1,163,3,1,0,245,"Bookmyshow has increased the market opportunity for meditation & mental health apps in a single day. 

If you’re a mental health startup founder and need a bigger TAM & growth just get more music bands to India.

If you’re a VC and see a spike in valuations, this is the reason.",https://www.linkedin.com/posts/dilipevs_bookmyshow-has-increased-the-market-opportunity-activity-7243842175506006016-lRuh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7242027721772392449,regular,2024-09-18 06:32:39,1726633959239,16,84,2,18,1565,147,31,118,1866,"For the first time in two decades I’m seeing more 20 year olds saying I want to prioritise my mental & physical health than build wealth. The era of longevity has come a full circle.

Most people start seeing their health deteriorate in their 30s & beyond.

Becoming unhealthy is not an event. It is a process. Like losing money, losing your health is rarely caused by one thing going wrong. Usually, it is a series of ignorant and wrong doings.

No matter how much money you have, how many ESOPs you earned, how great your company’s valuation soared. 

If you can’t take a walk on a random Wednesday morning or eat your breakfast without checking emails.

You’re NOT wealthy.",https://www.linkedin.com/posts/dilipevs_for-the-first-time-in-two-decades-im-seeing-activity-7242027721772392449-eEFR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7240276642466521088,regular,2024-09-13 10:34:29,1726216469729,14,10,0,0,168,14,1,4,200,"A lot of good can happen to India and our culture when more people play sports and that creates future athletes. There is a special emotion in seeing Indian flag on global sports map.

In all my conversations with professional athletes, the common request has been for consistent support for their pursuits—not just financial, but also cheering for their smaller wins and being on their side when they don't make it to the podium. 

India has the sports talent but we also need a support system and processes to guide and anchor these athletes continuously. We are excited to partner with the GoSports foundation, who are doing this and more towards athlete development and support.

Yesterday, we met a few Olympians and Paralympians, and all of them had a common goal- to make India proud. At Rainmatter by Zerodha we are cheering for them and the team at GoSports Foundation. 

Deepthi Bopaiah, Nandan Kamath",https://www.linkedin.com/posts/dilipevs_a-lot-of-good-can-happen-to-india-and-our-activity-7240276643850674176-wi_4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7235885164088737792,regular,2024-09-01 07:44:19,1725169459364,3,37,207,2,333,13,1,2,560,"Been 12 months I've been active on social media. Few things are evident. 

Instagram: where average people pretend to be millionaires.
Twitter: where millionaires pretend to be average people.
Linkedin: where millions of people pretend to be both.",https://www.linkedin.com/posts/dilipevs_been-12-months-ive-been-active-on-social-activity-7235885164088737792-fUFt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7232971339920252929,regular,2024-08-24 06:45:49,1724474749546,3,37,0,0,237,25,2,6,271,"Back in the days buying milk was fun. Walk for 20mins to the booth. Exchange currency to get coins. Put each coin in the machine  and wait for the milk. Sometimes do it for others because it gave feelings like playing video games. All the fun is ruined now. Open the door & milk packet is on the doormat. 

This generation might not even know what this feeling was.",https://www.linkedin.com/posts/dilipevs_back-in-the-days-buying-milk-was-fun-walk-activity-7232971339920252929-mrQd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7232254341938655232,regular,2024-08-22 07:16:43,1724303803906,1,39,0,0,150,14,4,6,171,"Founders in Mumbai, lets meet! If you are building products to help people stay healthy & fit, I would like to meet you. Rainmatter Health is a venture fund supporting companies making Indians healthy. 

This is the first time we’re doing a meetup in Mumbai. Did one in Delhi few months back and it was super fun.

This is going to be casual gathering to meet founders, builders and creators building solutions in healthcare. Anything that helps Indians to stay healthy mentally and physically. You could be building in nutrition, health tech, sports or fitness. We could use the time to exchange notes and brainstorm on any problem statement you've in your startup/product. I'll share our thoughts and observations at Rainmatter.
Date : 28th August. Exact venue will be sent post signup. 

Register here to attend the event : https://lu.ma/alnejly3

If you know any founder in Mumbai who could come, pls share it with them. 
See you in Mumbai :)",https://www.linkedin.com/posts/dilipevs_founders-in-mumbai-lets-meet-if-you-are-activity-7232254341938655232-jS9s?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7230804320017899520,regular,2024-08-18 07:17:05,1723958225805,4,14,1,2,111,5,4,2,125,"Decoding the market for packaged foods in India. And why two IIT grads who went to Harvard and IIM wants to give you better options to eat healthy. 

In this podcast i’m talking to Ahana Gautam founder of Open Secret and Sudarshan Gangrade founder of Bajo Foods.  

This episode is a business breakdown on building a healthy eating category in India. Everything you should know about creating food products, understanding consumer behaviour, pricing, distribution , surviving and winning an extremely competitive market segment. 

Some numbers to give you context :
Package food industry in India will be $186 billion market.
Chocolates is $3.8 billion & Snacks is $5.3 billion. 
Is there an opportunity to create healthier alternatives. 

Can new startups win consumer adoption in a market that is extremely competitive and has large incumbent players? Why should India eat healthy?

Watch the full episode here https://lnkd.in/gyn6r5BY",https://www.linkedin.com/posts/dilipevs_decoding-the-market-for-packaged-foods-in-activity-7230804882327228416-WI7T?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
